Datetime,lat,lon,wspd,wdir,wtmp,wvht,dpd,mwd,spred,peak_mwd,peak_spred,mean_dpd
2021-06-22 15:00:00,-17.983883,-38.718117,4.4,171,25.34,1.0,7.3,177.0,41.0,184.0,34.0,5.7
2021-06-22 18:00:00,-17.983967,-38.7175,4.0,165,25.44,1.06,7.3,187.0,36.0,194.0,28.0,5.8
2021-06-22 21:00:00,-17.98385,-38.7175,3.2,171,25.3,0.91,6.4,191.0,41.0,202.0,32.0,5.5
2021-06-23 00:00:00,-17.9838,-38.718067,3.6,154,25.2,0.92,10.2,177.0,38.0,172.0,24.0,5.8
2021-06-23 03:00:00,-17.98385,-38.718117,4.8,154,25.2,1.03,10.2,175.0,37.0,172.0,21.0,6.2
2021-06-23 06:00:00,-17.983883,-38.7175,4.4,160,25.2,1.09,9.3,186.0,36.0,185.0,22.0,6.3
2021-06-23 09:00:00,-17.983717,-38.7176,6.4,182,25.12,1.12,11.4,186.0,39.0,188.0,24.0,5.2
2021-06-23 12:00:00,-17.98365,-38.717983,8.4,182,25.18,1.19,11.4,176.0,41.0,170.0,23.0,4.7
2021-06-23 15:00:00,-17.983617,-38.717917,6.8,182,25.22,1.43,4.9,183.0,45.0,192.0,38.0,4.7
2021-06-23 18:00:00,-17.983633,-38.71765,9.2,194,25.22,1.79,5.7,191.0,44.0,193.0,33.0,5.1
2021-06-23 21:00:00,-17.983617,-38.71765,8.8,194,25.12,1.58,6.8,193.0,44.0,197.0,35.0,5.1
2021-06-24 00:00:00,-17.983617,-38.717933,8.8,165,25.08,1.67,6.8,183.0,42.0,185.0,33.0,5.1
2021-06-24 03:00:00,-17.983667,-38.718033,8.0,154,25.04,1.61,6.8,180.0,44.0,187.0,34.0,5.0
2021-06-24 06:00:00,-17.98365,-38.717717,8.0,171,25.02,1.59,6.8,186.0,39.0,191.0,24.0,5.1
2021-06-24 09:00:00,-17.983817,-38.717483,6.0,182,25.06,1.19,6.4,196.0,41.0,198.0,30.0,5.0
2021-06-24 12:00:00,-17.984117,-38.718,3.6,262,25.1,1.11,6.8,183.0,40.0,189.0,28.0,5.2
2021-06-24 15:00:00,-17.983867,-38.71815,4.8,137,25.08,1.06,6.0,168.0,46.0,172.0,31.0,5.0
2021-06-24 18:00:00,-17.983683,-38.7179,6.4,148,25.12,1.15,6.4,169.0,39.0,172.0,28.0,5.0
2021-06-24 21:00:00,-17.983967,-38.717467,5.6,154,24.96,1.12,6.4,174.0,46.0,183.0,30.0,4.9
2021-06-25 00:00:00,-17.98375,-38.71795,5.2,148,24.94,0.93,6.8,176.0,43.0,180.0,25.0,4.6
2021-06-25 03:00:00,-17.983883,-38.7181,5.6,137,24.88,0.89,6.8,167.0,46.0,169.0,32.0,4.9
2021-06-25 06:00:00,-17.984033,-38.718067,4.0,137,24.9,0.92,7.3,166.0,42.0,170.0,26.0,5.1
2021-06-25 09:00:00,-17.984067,-38.71755,4.4,120,24.78,0.88,6.4,170.0,49.0,179.0,29.0,4.9
2021-06-25 12:00:00,-17.98425,-38.717767,3.6,114,24.88,0.73,7.3,167.0,54.0,174.0,39.0,4.8
2021-06-25 15:00:00,-17.98395,-38.7181,1.6,137,25.02,0.64,10.2,162.0,46.0,169.0,32.0,5.4
2021-06-25 18:00:00,-17.983817,-38.718067,2.8,114,25.04,0.75,6.4,156.0,47.0,157.0,31.0,5.1
2021-06-25 21:00:00,-17.984,-38.71755,4.8,108,24.92,0.89,10.2,162.0,50.0,188.0,39.0,4.9
2021-06-26 00:00:00,-17.984083,-38.718067,5.6,108,24.9,0.77,11.4,158.0,51.0,174.0,34.0,4.4
2021-06-26 03:00:00,-17.98395,-38.718167,6.0,137,24.88,0.71,9.3,153.0,52.0,167.0,39.0,4.0
2021-06-26 06:00:00,-17.983983,-38.71815,6.0,97,24.88,0.79,10.2,147.0,51.0,162.0,37.0,4.8
2021-06-26 09:00:00,-17.9842,-38.717733,7.6,114,24.82,1.03,4.9,134.0,50.0,132.0,38.0,4.2
2021-06-26 12:00:00,-17.984267,-38.717817,6.8,114,24.84,1.0,4.1,132.0,55.0,136.0,39.0,4.0
2021-06-26 15:00:00,-17.984017,-38.718167,6.8,114,24.9,0.78,12.8,145.0,54.0,156.0,42.0,4.0
2021-06-26 18:00:00,-17.983983,-38.718167,6.0,97,24.96,0.87,12.8,144.0,54.0,165.0,45.0,4.5
2021-06-26 21:00:00,-17.9841,-38.717583,5.2,120,24.9,0.91,14.6,154.0,50.0,173.0,42.0,5.1
2021-06-27 00:00:00,-17.98425,-38.7177,5.6,114,24.84,0.84,12.8,152.0,57.0,187.0,40.0,4.6
2021-06-27 03:00:00,-17.984017,-38.718117,4.8,137,24.78,0.69,14.6,150.0,53.0,161.0,42.0,4.8
2021-06-27 06:00:00,-17.984017,-38.718133,5.2,91,24.78,0.78,14.6,151.0,51.0,158.0,40.0,5.3
2021-06-27 09:00:00,-17.984217,-38.7177,4.0,142,24.78,0.86,17.1,156.0,52.0,168.0,55.0,5.5
2021-06-27 12:00:00,-17.984267,-38.717667,5.2,108,24.8,0.9,14.6,155.0,65.0,213.0,55.0,4.8
2021-06-27 15:00:00,-17.984083,-38.71815,3.6,102,24.88,0.73,14.6,154.0,53.0,166.0,40.0,5.4
2021-06-27 18:00:00,-17.984,-38.718133,4.8,114,24.96,0.83,14.6,156.0,51.0,167.0,42.0,5.3
2021-06-27 21:00:00,-17.98415,-38.718,4.4,108,24.86,0.89,14.6,156.0,49.0,171.0,42.0,5.6
2021-06-28 00:00:00,-17.984233,-38.717633,5.2,102,24.84,0.85,14.6,161.0,59.0,192.0,47.0,5.1
2021-06-28 03:00:00,-17.98425,-38.717983,5.2,102,24.78,0.79,12.8,147.0,56.0,170.0,49.0,4.9
2021-06-28 06:00:00,-17.984017,-38.718133,2.8,108,24.74,0.72,12.8,151.0,51.0,167.0,39.0,5.5
2021-06-28 09:00:00,-17.984217,-38.717967,2.8,114,24.72,0.82,12.8,144.0,52.0,152.0,49.0,5.6
2021-06-28 12:00:00,-17.984267,-38.717633,4.8,102,24.7,0.79,12.8,159.0,67.0,218.0,52.0,5.0
2021-06-28 15:00:00,-17.98415,-38.718083,2.8,108,24.88,0.65,14.6,139.0,55.0,140.0,43.0,5.6
2021-06-28 18:00:00,-17.984083,-38.718117,4.4,102,24.9,0.66,12.8,148.0,54.0,158.0,42.0,5.3
2021-06-28 21:00:00,-17.984217,-38.717933,3.6,120,24.78,0.77,12.8,157.0,48.0,167.0,35.0,5.5
2021-06-29 00:00:00,-17.984233,-38.717633,3.6,114,24.76,0.76,12.8,161.0,59.0,187.0,45.0,5.1
2021-06-29 03:00:00,-17.9843,-38.717833,5.2,91,24.62,0.73,12.8,138.0,63.0,161.0,66.0,4.4
2021-06-29 06:00:00,-17.984033,-38.718117,6.0,97,24.7,0.65,12.8,143.0,56.0,162.0,45.0,4.4
2021-06-29 09:00:00,-17.984083,-38.718083,2.4,108,24.66,0.73,12.8,157.0,47.0,181.0,33.0,5.4
2021-06-29 12:00:00,-17.98405,-38.717733,2.0,137,24.62,0.64,12.8,159.0,56.0,176.0,36.0,5.6
2021-06-29 15:00:00,-17.9841,-38.71775,2.8,125,24.82,0.6,12.8,158.0,59.0,178.0,46.0,4.8
2021-06-29 18:00:00,-17.984033,-38.71795,3.6,142,24.76,0.59,12.8,159.0,57.0,172.0,40.0,4.8
2021-06-29 21:00:00,-17.98395,-38.717967,4.4,125,24.68,0.66,12.8,146.0,53.0,171.0,39.0,4.3
2021-06-30 00:00:00,-17.984033,-38.717783,5.2,120,24.76,0.75,12.8,142.0,55.0,183.0,47.0,4.1
2021-06-30 03:00:00,-17.9841,-38.717817,6.4,91,24.72,0.74,12.8,116.0,62.0,187.0,61.0,3.6
2021-06-30 06:00:00,-17.984033,-38.717983,5.6,40,24.66,0.6,11.4,111.0,67.0,164.0,51.0,3.8
2021-06-30 09:00:00,-17.984017,-38.71795,2.4,62,24.4,0.58,11.4,131.0,59.0,168.0,48.0,4.8
2021-06-30 12:00:00,-17.984083,-38.717717,1.6,28,24.62,0.53,11.4,142.0,63.0,181.0,48.0,5.2
2021-06-30 15:00:00,-17.984133,-38.717733,1.6,45,25.2,0.48,11.4,164.0,67.0,195.0,49.0,5.2
2021-06-30 18:00:00,-17.984,-38.717667,4.8,234,25.02,0.55,11.4,193.0,59.0,181.0,39.0,4.1
2021-06-30 21:00:00,-17.983783,-38.717817,6.4,165,24.84,0.69,11.4,185.0,57.0,181.0,46.0,3.7
2021-07-01 00:00:00,-17.983767,-38.717783,7.6,194,24.76,1.32,5.1,187.0,48.0,189.0,33.0,4.2
2021-07-01 03:00:00,-17.983733,-38.7178,9.2,165,24.72,1.55,6.4,187.0,45.0,194.0,30.0,4.7
2021-07-01 06:00:00,-17.98375,-38.717867,10.0,154,24.7,1.64,6.8,181.0,48.0,190.0,34.0,5.1
2021-07-01 09:00:00,-17.9837,-38.717883,8.8,142,24.6,1.86,7.9,180.0,48.0,185.0,36.0,5.5
2021-07-01 12:00:00,-17.983767,-38.7178,10.4,160,24.62,2.03,7.9,183.0,44.0,190.0,29.0,5.4
2021-07-01 15:00:00,-17.983733,-38.7178,10.0,165,24.68,1.94,7.9,185.0,43.0,190.0,31.0,5.4
2021-07-01 18:00:00,-17.983767,-38.7179,9.2,160,24.68,1.81,7.3,179.0,43.0,180.0,26.0,5.3
2021-07-01 21:00:00,-17.983783,-38.717883,10.0,154,24.6,1.71,6.8,178.0,46.0,182.0,31.0,5.1
2021-07-02 00:00:00,-17.983767,-38.71785,9.2,154,24.56,1.68,6.8,177.0,45.0,182.0,31.0,5.0
2021-07-02 03:00:00,-17.983767,-38.717817,7.2,142,24.52,1.66,6.4,180.0,45.0,185.0,29.0,4.9
2021-07-02 06:00:00,-17.983767,-38.717883,9.2,160,24.48,1.49,6.0,176.0,45.0,177.0,36.0,4.8
2021-07-02 09:00:00,-17.983783,-38.717933,8.4,148,24.42,1.36,6.0,171.0,47.0,175.0,34.0,4.8
2021-07-02 12:00:00,-17.983783,-38.71785,8.8,154,24.52,1.34,5.4,172.0,43.0,168.0,34.0,4.7
2021-07-02 15:00:00,-17.983767,-38.717783,6.0,148,24.62,1.2,5.7,178.0,45.0,182.0,32.0,4.9
2021-07-02 18:00:00,-17.983783,-38.717867,6.8,165,24.64,1.11,5.4,173.0,46.0,176.0,33.0,4.7
2021-07-02 21:00:00,-17.983767,-38.717883,7.2,165,24.56,1.1,4.9,172.0,47.0,170.0,35.0,4.5
2021-07-03 00:00:00,-17.983767,-38.717817,7.6,160,24.5,1.07,5.7,175.0,49.0,169.0,35.0,4.4
2021-07-03 03:00:00,-17.983767,-38.717783,6.8,160,24.48,1.0,6.0,177.0,48.0,184.0,32.0,4.3
2021-07-03 06:00:00,-17.983767,-38.7178,5.6,165,24.48,0.92,5.1,177.0,47.0,178.0,36.0,4.5
2021-07-03 09:00:00,-17.983783,-38.717917,3.6,165,24.44,0.83,4.3,169.0,46.0,170.0,43.0,4.8
2021-07-03 12:00:00,-17.983767,-38.717833,3.6,171,24.56,0.84,6.0,174.0,43.0,169.0,29.0,5.0
2021-07-03 15:00:00,-17.983783,-38.717733,3.2,182,24.82,0.87,14.6,180.0,44.0,174.0,31.0,5.6
2021-07-03 18:00:00,-17.983783,-38.71775,6.4,222,24.74,0.89,14.6,192.0,50.0,180.0,38.0,4.5
2021-07-03 21:00:00,-17.983783,-38.717833,4.8,211,24.68,0.87,12.8,177.0,43.0,176.0,27.0,5.2
2021-07-04 00:00:00,-17.983783,-38.717833,4.8,177,24.68,0.91,12.8,175.0,41.0,176.0,29.0,5.8
2021-07-04 03:00:00,-17.983767,-38.7178,3.6,171,24.64,0.88,12.8,177.0,39.0,179.0,29.0,6.0
2021-07-04 06:00:00,-17.983783,-38.717767,2.4,171,24.62,0.86,11.4,182.0,41.0,184.0,32.0,6.3
2021-07-04 09:00:00,-17.9838,-38.717933,3.6,148,24.64,0.87,12.8,169.0,36.0,171.0,28.0,6.5
2021-07-04 12:00:00,-17.9838,-38.7179,5.2,188,24.68,0.89,12.8,168.0,40.0,172.0,30.0,5.7
2021-07-04 15:00:00,-17.983767,-38.717817,4.8,160,24.86,0.9,10.2,174.0,41.0,181.0,31.0,5.5
2021-07-04 18:00:00,-17.983783,-38.717767,4.4,165,24.86,0.76,10.2,179.0,45.0,183.0,35.0,5.3
2021-07-04 21:00:00,-17.983767,-38.717883,6.4,182,24.66,0.81,11.4,172.0,49.0,174.0,33.0,4.2
2021-07-05 00:00:00,-17.983817,-38.717933,6.4,160,24.66,0.85,11.4,166.0,50.0,174.0,38.0,4.2
2021-07-05 03:00:00,-17.983817,-38.717933,7.2,160,24.62,1.14,4.3,167.0,45.0,166.0,35.0,4.2
2021-07-05 06:00:00,-17.983817,-38.717733,8.0,165,24.6,1.11,4.9,178.0,45.0,183.0,33.0,4.2
2021-07-05 09:00:00,-17.98385,-38.717933,6.8,165,24.54,0.96,4.9,177.0,46.0,185.0,32.0,4.3
2021-07-05 12:00:00,-17.983933,-38.718,6.4,177,24.5,0.98,3.9,174.0,49.0,175.0,44.0,4.1
2021-07-05 15:00:00,-17.983883,-38.71795,5.6,165,24.6,0.89,4.9,173.0,48.0,175.0,39.0,4.2
2021-07-05 18:00:00,-17.983917,-38.717667,5.2,177,24.64,0.84,5.1,180.0,54.0,181.0,45.0,4.2
2021-07-05 21:00:00,-17.983983,-38.7177,5.6,182,24.56,0.85,4.6,184.0,53.0,194.0,44.0,4.0
2021-07-06 00:00:00,-17.983883,-38.71785,4.8,165,24.48,0.77,5.1,184.0,51.0,194.0,39.0,4.0
2021-07-06 03:00:00,-17.983867,-38.71795,6.4,182,24.48,0.79,4.1,179.0,52.0,182.0,40.0,3.8
2021-07-06 06:00:00,-17.983967,-38.717667,4.8,188,24.38,0.84,4.3,186.0,55.0,185.0,47.0,4.1
2021-07-06 09:00:00,-17.983983,-38.717683,6.4,177,24.34,0.84,5.1,188.0,52.0,194.0,34.0,4.0
2021-07-06 12:00:00,-17.983817,-38.717883,8.0,171,24.36,1.05,4.6,183.0,46.0,195.0,33.0,3.9
2021-07-06 15:00:00,-17.98385,-38.717933,6.4,160,24.5,1.12,5.4,177.0,46.0,189.0,30.0,4.3
2021-07-06 18:00:00,-17.98385,-38.717717,5.6,165,24.48,0.97,5.4,179.0,47.0,189.0,28.0,4.2
2021-07-06 21:00:00,-17.983833,-38.7177,8.0,182,24.38,1.27,5.4,188.0,55.0,195.0,34.0,5.1
2021-07-07 00:00:00,-17.9838,-38.717867,5.6,182,24.34,1.26,5.4,190.0,43.0,195.0,29.0,4.5
2021-07-07 03:00:00,-17.983833,-38.717917,6.8,165,24.3,1.24,5.7,180.0,43.0,185.0,34.0,4.4
2021-07-07 06:00:00,-17.983867,-38.717733,5.6,148,24.26,1.07,5.7,177.0,43.0,182.0,29.0,4.6
2021-07-07 09:00:00,-17.98385,-38.717717,6.0,160,24.22,0.85,5.7,176.0,49.0,178.0,32.0,4.1
2021-07-07 12:00:00,-17.9839,-38.717967,5.2,160,24.26,0.83,6.0,169.0,48.0,172.0,29.0,4.2
2021-07-07 15:00:00,-17.983867,-38.71795,5.2,177,24.36,0.82,5.7,168.0,50.0,170.0,38.0,4.2
2021-07-07 18:00:00,-17.983867,-38.717717,4.4,160,24.42,0.83,5.4,175.0,47.0,182.0,36.0,4.3
2021-07-07 21:00:00,-17.983867,-38.717683,5.2,160,24.3,0.79,4.9,187.0,53.0,191.0,43.0,4.2
2021-07-08 00:00:00,-17.983833,-38.717933,6.0,160,24.3,0.77,7.3,172.0,48.0,173.0,39.0,4.2
2021-07-08 03:00:00,-17.983867,-38.717967,5.2,142,24.2,0.89,7.9,172.0,47.0,170.0,38.0,4.8
2021-07-08 06:00:00,-17.9839,-38.717717,3.2,154,24.16,0.97,7.9,182.0,39.0,180.0,25.0,5.6
2021-07-08 09:00:00,-17.9839,-38.717683,3.2,160,24.18,0.87,7.9,186.0,41.0,186.0,30.0,5.6
2021-07-08 12:00:00,-17.98385,-38.7179,4.4,194,24.28,0.8,9.3,181.0,39.0,183.0,26.0,5.4
2021-07-08 15:00:00,-17.983867,-38.717933,4.4,222,24.38,0.86,8.5,180.0,42.0,177.0,30.0,5.2
2021-07-08 18:00:00,-17.983833,-38.717733,5.2,217,24.38,0.95,8.5,189.0,40.0,183.0,23.0,5.1
2021-07-08 21:00:00,-17.98385,-38.717683,4.4,188,24.32,0.85,9.3,191.0,46.0,183.0,31.0,5.2
2021-07-09 00:00:00,-17.983833,-38.7179,4.0,165,24.24,0.78,10.2,174.0,41.0,173.0,29.0,5.4
2021-07-09 03:00:00,-17.9839,-38.71795,2.0,160,24.2,0.82,9.3,176.0,39.0,178.0,27.0,6.3
2021-07-09 06:00:00,-17.984033,-38.71775,1.6,171,24.1,0.96,10.2,177.0,33.0,178.0,24.0,6.9
2021-07-09 09:00:00,-17.984017,-38.717683,1.2,171,24.1,0.82,10.2,187.0,42.0,187.0,28.0,6.6
2021-07-09 12:00:00,-17.984033,-38.717683,4.0,274,24.26,0.78,10.2,197.0,49.0,194.0,36.0,5.4
2021-07-09 15:00:00,-17.98395,-38.7179,3.6,251,24.4,0.76,9.3,183.0,50.0,178.0,34.0,5.1
2021-07-09 18:00:00,-17.983817,-38.717733,5.2,234,24.4,0.91,9.3,186.0,42.0,182.0,30.0,5.0
2021-07-09 21:00:00,-17.983883,-38.717667,6.4,182,24.36,0.99,10.2,184.0,47.0,176.0,35.0,4.5
2021-07-10 00:00:00,-17.9838,-38.717817,6.8,188,24.3,1.02,4.9,179.0,42.0,176.0,27.0,4.4
2021-07-10 03:00:00,-17.983833,-38.7179,5.2,171,24.26,0.92,10.2,173.0,43.0,169.0,33.0,4.4
2021-07-10 06:00:00,-17.983817,-38.717783,6.4,200,24.2,0.92,9.3,181.0,45.0,176.0,34.0,4.5
2021-07-10 09:00:00,-17.983917,-38.717633,6.8,211,24.14,1.01,5.1,194.0,48.0,189.0,35.0,4.4
2021-07-10 12:00:00,-17.983867,-38.717667,7.2,205,24.28,1.09,5.7,194.0,44.0,191.0,31.0,4.5
2021-07-10 15:00:00,-17.983867,-38.717867,7.2,217,24.26,1.1,5.7,196.0,46.0,194.0,32.0,4.4
2021-07-10 18:00:00,-17.9839,-38.717867,4.4,228,24.26,1.08,6.0,192.0,45.0,186.0,27.0,4.8
2021-07-10 21:00:00,-17.983867,-38.717667,5.2,177,24.24,0.95,5.4,199.0,48.0,210.0,33.0,4.5
2021-07-11 00:00:00,-17.983817,-38.717767,6.0,182,24.2,0.88,5.4,188.0,47.0,193.0,34.0,4.1
2021-07-11 03:00:00,-17.983867,-38.71795,4.4,171,24.18,0.85,4.6,179.0,49.0,196.0,38.0,4.2
2021-07-11 06:00:00,-17.983967,-38.7179,3.6,171,24.1,0.81,4.4,184.0,48.0,193.0,37.0,4.7
2021-07-11 09:00:00,-17.984017,-38.717683,2.8,171,24.06,0.78,5.1,188.0,53.0,192.0,42.0,4.9
2021-07-11 12:00:00,-17.984,-38.717667,3.2,165,24.22,0.64,5.1,190.0,53.0,193.0,44.0,4.6
2021-07-11 15:00:00,-17.983933,-38.7179,2.0,165,24.66,0.59,5.1,174.0,47.0,174.0,32.0,4.8
2021-07-11 18:00:00,-17.983917,-38.717917,4.4,205,24.3,0.63,9.3,175.0,53.0,174.0,37.0,4.6
2021-07-11 21:00:00,-17.983933,-38.71765,5.2,142,24.24,0.65,8.5,176.0,53.0,178.0,47.0,4.6
2021-07-12 00:00:00,-17.98395,-38.717683,3.6,102,24.22,0.57,5.4,172.0,55.0,169.0,40.0,4.2
2021-07-12 03:00:00,-17.98395,-38.71795,4.8,114,24.2,0.58,9.3,157.0,56.0,169.0,47.0,3.9
2021-07-12 06:00:00,-17.983917,-38.717933,4.4,91,24.18,0.57,8.5,149.0,56.0,148.0,46.0,4.4
2021-07-12 09:00:00,-17.983967,-38.7177,3.6,108,24.1,0.58,7.3,152.0,55.0,164.0,44.0,4.2
2021-07-12 12:00:00,-17.98405,-38.717683,2.4,45,24.34,0.54,6.8,161.0,65.0,206.0,55.0,4.5
2021-07-12 15:00:00,-17.984067,-38.717883,2.4,34,24.18,0.46,12.8,149.0,65.0,161.0,45.0,4.4
2021-07-12 18:00:00,-17.98385,-38.717867,5.6,171,24.34,0.51,12.8,162.0,49.0,173.0,31.0,4.9
2021-07-12 21:00:00,-17.983867,-38.7177,4.8,177,24.2,0.68,14.6,170.0,52.0,176.0,41.0,4.3
2021-07-13 00:00:00,-17.983883,-38.717667,4.8,154,24.24,0.63,14.6,156.0,59.0,170.0,50.0,3.7
2021-07-13 03:00:00,-17.983883,-38.71795,5.6,137,24.2,0.7,12.8,159.0,53.0,174.0,35.0,3.9
2021-07-13 06:00:00,-17.983883,-38.717933,3.2,148,24.16,0.65,12.8,161.0,52.0,175.0,31.0,4.6
2021-07-13 09:00:00,-17.984033,-38.717783,4.0,102,24.14,0.64,12.8,145.0,54.0,176.0,40.0,4.5
2021-07-13 12:00:00,-17.984033,-38.7177,2.8,102,24.24,0.6,12.8,139.0,61.0,184.0,43.0,4.4
2021-07-13 15:00:00,-17.984083,-38.717817,2.0,80,24.5,0.5,14.6,146.0,66.0,178.0,39.0,4.7
2021-07-13 18:00:00,-17.984,-38.7179,2.4,97,24.32,0.54,12.8,140.0,58.0,178.0,34.0,4.7
2021-07-13 21:00:00,-17.984017,-38.717883,3.6,102,24.24,0.62,14.6,127.0,58.0,165.0,40.0,4.4
2021-07-14 00:00:00,-17.984017,-38.717717,3.6,85,24.26,0.64,3.6,122.0,59.0,109.0,46.0,3.7
2021-07-14 03:00:00,-17.984017,-38.717917,4.8,97,24.22,0.57,12.8,122.0,59.0,165.0,43.0,3.7
2021-07-14 06:00:00,-17.983933,-38.71795,4.4,108,24.18,0.56,11.4,129.0,61.0,182.0,46.0,4.1
2021-07-14 09:00:00,-17.984017,-38.7178,3.2,108,24.18,0.61,4.4,130.0,59.0,121.0,44.0,4.2
2021-07-14 12:00:00,-17.984033,-38.717717,2.4,114,24.24,0.58,4.3,133.0,65.0,123.0,51.0,4.4
2021-07-14 15:00:00,-17.984083,-38.717817,3.2,85,24.52,0.51,12.8,132.0,67.0,184.0,55.0,4.1
2021-07-14 18:00:00,-17.983967,-38.717933,2.0,51,24.58,0.48,11.4,139.0,64.0,175.0,35.0,4.9
2021-07-14 21:00:00,-17.984017,-38.717917,2.4,97,24.36,0.57,9.3,133.0,61.0,126.0,72.0,4.6
2021-07-15 00:00:00,-17.984067,-38.717733,6.0,80,24.28,0.65,9.3,111.0,69.0,302.0,77.0,4.0
2021-07-15 03:00:00,-17.984083,-38.7178,2.4,97,24.24,0.54,10.2,123.0,68.0,240.0,80.0,4.5
2021-07-15 06:00:00,-17.984017,-38.717917,2.8,85,24.24,0.55,10.2,131.0,65.0,176.0,60.0,4.5
2021-07-15 09:00:00,-17.983967,-38.71795,4.0,97,24.22,0.62,10.2,133.0,60.0,171.0,55.0,4.8
2021-07-15 12:00:00,-17.984033,-38.717733,3.2,102,24.3,0.61,11.4,145.0,64.0,185.0,54.0,4.7
2021-07-15 15:00:00,-17.984083,-38.717767,2.0,102,24.68,0.48,11.4,142.0,67.0,188.0,55.0,4.7
2021-07-15 18:00:00,-17.984067,-38.717917,1.2,62,25.2,0.45,17.1,151.0,62.0,184.0,36.0,5.6
2021-07-15 21:00:00,-17.984033,-38.717883,1.2,85,24.34,0.52,10.2,152.0,57.0,160.0,58.0,5.7
2021-07-16 00:00:00,-17.984067,-38.7177,1.2,97,24.4,0.5,17.1,142.0,66.0,172.0,41.0,4.8
2021-07-16 03:00:00,-17.984083,-38.717783,4.0,80,24.36,0.53,17.1,140.0,66.0,180.0,39.0,4.3
2021-07-16 06:00:00,-17.984067,-38.717917,3.2,51,24.32,0.51,17.1,140.0,65.0,173.0,44.0,4.4
2021-07-16 09:00:00,-17.984033,-38.71795,5.2,17,24.32,0.56,14.6,117.0,66.0,177.0,41.0,4.3
2021-07-16 12:00:00,-17.9841,-38.717767,4.4,28,24.42,0.54,17.1,123.0,68.0,170.0,42.0,4.5
2021-07-16 15:00:00,-17.984117,-38.71775,2.8,28,24.62,0.5,14.6,136.0,71.0,171.0,38.0,4.7
2021-07-16 18:00:00,-17.984083,-38.717917,4.4,348,24.6,0.44,17.1,129.0,74.0,182.0,39.0,4.1
2021-07-16 21:00:00,-17.984067,-38.717917,4.8,17,24.42,0.51,14.6,82.0,73.0,172.0,41.0,3.7
2021-07-17 00:00:00,-17.9841,-38.717767,5.2,45,24.5,0.56,11.4,104.0,74.0,181.0,62.0,4.0
2021-07-17 03:00:00,-17.984117,-38.71775,5.2,40,24.46,0.56,17.1,95.0,75.0,173.0,39.0,3.8
2021-07-17 06:00:00,-17.9841,-38.717883,5.6,348,24.4,0.52,14.6,48.0,78.0,179.0,46.0,3.8
2021-07-17 09:00:00,-17.984067,-38.717917,3.6,11,24.3,0.51,14.6,93.0,76.0,175.0,40.0,4.0
2021-07-17 12:00:00,-17.984083,-38.7178,4.8,28,24.44,0.54,14.6,85.0,75.0,169.0,41.0,3.9
2021-07-17 15:00:00,-17.9841,-38.717733,2.4,34,24.86,0.51,14.6,154.0,70.0,172.0,33.0,5.0
2021-07-17 18:00:00,-17.98415,-38.717817,3.6,0,24.76,0.48,14.6,169.0,68.0,180.0,38.0,5.7
2021-07-17 21:00:00,-17.984067,-38.717917,2.0,5,24.6,0.48,12.8,153.0,63.0,171.0,29.0,6.1
2021-07-18 00:00:00,-17.9841,-38.717883,4.4,51,24.5,0.55,12.8,157.0,60.0,172.0,31.0,6.1
2021-07-18 03:00:00,-17.9841,-38.71775,5.2,51,24.44,0.55,12.8,148.0,69.0,179.0,36.0,4.3
2021-07-18 06:00:00,-17.98415,-38.7178,5.6,17,24.38,0.53,12.8,116.0,76.0,175.0,47.0,4.0
2021-07-18 09:00:00,-17.98405,-38.717933,4.8,348,24.36,0.51,11.4,92.0,77.0,170.0,45.0,4.0
2021-07-18 12:00:00,-17.984083,-38.71785,4.0,342,24.48,0.54,12.8,121.0,76.0,167.0,34.0,4.6
2021-07-18 15:00:00,-17.9841,-38.7177,2.8,0,24.78,0.54,11.4,175.0,73.0,181.0,41.0,5.0
2021-07-18 18:00:00,-17.984133,-38.717733,2.8,348,24.86,0.46,11.4,181.0,74.0,183.0,43.0,4.7
2021-07-18 21:00:00,-17.984133,-38.717833,6.0,34,24.6,0.48,11.4,141.0,76.0,179.0,55.0,4.6
2021-07-19 00:00:00,-17.984067,-38.717917,5.6,34,24.44,0.6,10.2,114.0,72.0,173.0,41.0,3.8
2021-07-19 03:00:00,-17.984117,-38.717767,5.2,28,24.5,0.68,11.4,28.0,75.0,182.0,48.0,4.0
2021-07-19 06:00:00,-17.984133,-38.717783,6.0,17,24.48,0.68,11.4,32.0,74.0,179.0,40.0,3.9
2021-07-19 09:00:00,-17.9841,-38.71795,6.0,348,24.4,0.66,11.4,25.0,72.0,173.0,42.0,3.9
2021-07-19 12:00:00,-17.984083,-38.7179,6.0,354,24.46,0.68,11.4,24.0,72.0,172.0,44.0,3.8
2021-07-19 15:00:00,-17.984117,-38.717717,3.6,331,24.72,0.63,10.2,320.0,80.0,199.0,48.0,4.4
2021-07-19 18:00:00,-17.984083,-38.7177,2.4,354,25.2,0.53,10.2,162.0,75.0,187.0,40.0,4.6
2021-07-19 21:00:00,-17.9841,-38.717767,4.4,74,24.88,0.56,10.2,172.0,69.0,189.0,43.0,5.5
2021-07-20 00:00:00,-17.983967,-38.71795,4.0,62,24.74,0.52,10.2,158.0,62.0,181.0,37.0,5.1
2021-07-20 03:00:00,-17.98385,-38.71785,3.6,108,24.62,0.6,10.2,162.0,52.0,168.0,29.0,5.7
